strokeID, isCompGenerated, lineID, time, timeStamp, x, y, groupID
0, false, 0.08857632, 73161, 1443650258713, 751, 320, 0
0, false, 0.08857632, 73221, 1443650258713, 747, 321, 0
0, false, 0.08857632, 73222, 1443650258713, 725, 325, 0
0, false, 0.08857632, 73230, 1443650258713, 722, 327, 0
0, false, 0.08857632, 73252, 1443650258713, 719, 328, 0
0, false, 0.08857632, 73253, 1443650258713, 715, 328, 0
0, false, 0.08857632, 73265, 1443650258713, 711, 330, 0
0, false, 0.08857632, 73271, 1443650258713, 706, 331, 0
0, false, 0.08857632, 73280, 1443650258713, 702, 333, 0
0, false, 0.08857632, 73290, 1443650258713, 698, 334, 0
0, false, 0.08857632, 73301, 1443650258713, 696, 336, 0
0, false, 0.08857632, 73311, 1443650258713, 691, 337, 0
0, false, 0.08857632, 73320, 1443650258713, 688, 339, 0
0, false, 0.08857632, 73331, 1443650258713, 685, 340, 0
0, false, 0.08857632, 73339, 1443650258713, 682, 342, 0
0, false, 0.08857632, 73349, 1443650258713, 679, 343, 0
0, false, 0.08857632, 73359, 1443650258713, 674, 345, 0
0, false, 0.08857632, 73371, 1443650258713, 670, 348, 0
0, false, 0.08857632, 73379, 1443650258713, 666, 351, 0
0, false, 0.08857632, 73392, 1443650258713, 663, 352, 0
0, false, 0.08857632, 73399, 1443650258713, 661, 355, 0
0, false, 0.08857632, 73409, 1443650258713, 657, 358, 0
0, false, 0.08857632, 73420, 1443650258713, 654, 360, 0
0, false, 0.08857632, 73429, 1443650258713, 653, 362, 0
0, false, 0.08857632, 73439, 1443650258713, 650, 364, 0
0, false, 0.08857632, 73448, 1443650258713, 648, 367, 0
0, false, 0.08857632, 73459, 1443650258713, 644, 368, 0
0, false, 0.08857632, 73469, 1443650258713, 641, 372, 0
0, false, 0.08857632, 73481, 1443650258713, 638, 374, 0
0, false, 0.08857632, 73489, 1443650258713, 635, 377, 0
0, false, 0.08857632, 73498, 1443650258713, 634, 380, 0
0, false, 0.08857632, 73509, 1443650258713, 632, 382, 0
0, false, 0.08857632, 73518, 1443650258713, 631, 383, 0
0, false, 0.08857632, 73528, 1443650258713, 628, 386, 0
0, false, 0.08857632, 73539, 1443650258713, 627, 389, 0
0, false, 0.08857632, 73548, 1443650258713, 625, 391, 0
0, false, 0.08857632, 73558, 1443650258713, 625, 392, 0
0, false, 0.08857632, 73568, 1443650258713, 623, 394, 0
0, false, 0.08857632, 73578, 1443650258713, 622, 396, 0
0, false, 0.08857632, 73588, 1443650258713, 622, 397, 0
0, false, 0.08857632, 73597, 1443650258713, 621, 400, 0
0, false, 0.08857632, 73607, 1443650258713, 620, 401, 0
0, false, 0.08857632, 73618, 1443650258713, 618, 404, 0
0, false, 0.08857632, 73628, 1443650258713, 617, 407, 0
0, false, 0.08857632, 73638, 1443650258713, 617, 408, 0
0, false, 0.08857632, 73648, 1443650258713, 617, 411, 0
0, false, 0.08857632, 73657, 1443650258713, 615, 413, 0
0, false, 0.08857632, 73668, 1443650258713, 616, 414, 0
0, false, 0.08857632, 73678, 1443650258713, 616, 417, 0
0, false, 0.08857632, 73687, 1443650258713, 616, 419, 0
0, false, 0.08857632, 73696, 1443650258713, 616, 421, 0
0, false, 0.08857632, 73707, 1443650258713, 616, 423, 0
0, false, 0.08857632, 73717, 1443650258713, 616, 425, 0
0, false, 0.08857632, 73727, 1443650258713, 617, 427, 0
0, false, 0.08857632, 73737, 1443650258713, 617, 428, 0
0, false, 0.08857632, 73748, 1443650258713, 617, 430, 0
0, false, 0.08857632, 73757, 1443650258713, 617, 431, 0
0, false, 0.08857632, 73767, 1443650258713, 617, 434, 0
0, false, 0.08857632, 73777, 1443650258713, 618, 436, 0
0, false, 0.08857632, 73786, 1443650258713, 619, 438, 0
0, false, 0.08857632, 73796, 1443650258713, 620, 439, 0
0, false, 0.08857632, 73807, 1443650258713, 622, 440, 0
0, false, 0.08857632, 73816, 1443650258713, 622, 441, 0
0, false, 0.08857632, 73826, 1443650258713, 623, 442, 0
0, false, 0.08857632, 73836, 1443650258713, 625, 444, 0
0, false, 0.08857632, 73846, 1443650258713, 628, 445, 0
0, false, 0.08857632, 73856, 1443650258713, 631, 446, 0
0, false, 0.08857632, 73867, 1443650258713, 633, 448, 0
0, false, 0.08857632, 73876, 1443650258713, 635, 448, 0
0, false, 0.08857632, 73887, 1443650258713, 638, 450, 0
0, false, 0.08857632, 73896, 1443650258713, 640, 451, 0
0, false, 0.08857632, 73906, 1443650258713, 642, 452, 0
0, false, 0.08857632, 73915, 1443650258713, 647, 454, 0
0, false, 0.08857632, 73925, 1443650258713, 651, 454, 0
0, false, 0.08857632, 73937, 1443650258713, 656, 456, 0
0, false, 0.08857632, 73946, 1443650258713, 658, 457, 0
0, false, 0.08857632, 73956, 1443650258713, 661, 457, 0
0, false, 0.08857632, 73966, 1443650258713, 663, 457, 0
0, false, 0.08857632, 73976, 1443650258713, 667, 458, 0
0, false, 0.08857632, 73986, 1443650258713, 672, 458, 0
0, false, 0.08857632, 73995, 1443650258713, 678, 458, 0
0, false, 0.08857632, 74005, 1443650258713, 682, 459, 0
0, false, 0.08857632, 74015, 1443650258713, 685, 459, 0
0, false, 0.08857632, 74025, 1443650258713, 688, 458, 0
0, false, 0.08857632, 74035, 1443650258713, 693, 457, 0
0, false, 0.08857632, 74045, 1443650258713, 697, 457, 0
0, false, 0.08857632, 74055, 1443650258713, 702, 457, 0
0, false, 0.08857632, 74066, 1443650258713, 707, 457, 0
0, false, 0.08857632, 74074, 1443650258713, 711, 456, 0
